Frame,x,y
320,64.271,41.164
321,65.455,40.834
322,65.747,41.913
323,66.131,42.082
324,66.843,41.928
325,66.604,42.659
326,67.238,42.899
327,67.438,42.996
328,67.309,42.995
329,67.352,43.109
330,68.048,43.324
331,67.782,43.359
332,67.361,42.946
333,67.461,42.38
334,68.027,41.606
335,68.062,41.473
336,68.574,41.41
337,68.875,41.262
338,68.933,41.473
339,69.906,40.522
340,69.826,40.641
341,69.607,40.695
342,68.598,41.051
343,68.781,41.677
344,68.852,41.658
345,68.438,41.584
346,68.077,41.584
347,66.639,41.562
348,65.879,41.161
349,66.782,40.615
350,67.621,40.58
351,66.883,40.774
352,66.433,40.736
353,67.311,41.27
354,68.79,41.427
355,68.446,41.309
356,68.884,41.326
357,68.232,41.514
358,67.773,41.39
359,67.646,41.782
360,66.882,42.15
361,66.785,41.729
362,67.096,41.385
363,66.932,41.803
364,66.085,41.831
365,65.959,41.561
366,65.621,41.069
367,66.212,40.926
368,66.249,41.28
369,66.249,41.289
370,66.732,41.321
371,66.861,41.706
372,66.497,41.273
373,66.513,41.98
374,66.267,41.185
375,66.133,41.379
376,66.719,41.558
377,66.466,42.033
378,66.034,42.743
379,65.759,42.971
380,65.383,43.001
381,65.332,43.314
382,66.148,43.647
383,65.847,43.632
384,65.81,43.516
385,65.855,42.449
386,65.563,42.036
387,65.746,42.727
388,65.913,43.883
389,66.249,43.941
390,65.901,43.48
391,65.579,43.569
392,66.215,43.854
393,66.212,43.399
394,66.19,43.273
395,65.871,43.375
396,66.31,43.054
397,66.148,42.494
398,66.615,41.663
399,67.372,41.369
400,66.769,40.92
401,66.084,41.168
402,66.432,40.966
403,66.461,40.593
404,66.284,40.726
405,66.415,40.751
406,66.261,41.365
407,66.082,41.614
408,65.926,42.395
409,65.91,41.846
410,66.301,41.349
411,67.486,40.64
412,67.644,40.41
413,67.948,40.036
414,68.186,39.346
415,67.6,39.174
416,66.96,38.337
417,66.058,38.408
418,66.16,38.54
419,65.97,38.322
420,66.095,38.2
421,66.219,38.288
422,66.199,38.327
423,66.699,38.741
424,67.456,39.465
425,67.744,39.572
426,68.047,38.632
427,67.894,38.481
428,67.672,39.073
429,67.712,38.655
430,68.196,38.877
431,68.288,39.63
432,68.182,40.075
433,67.772,39.704
434,67.908,39.976
435,66.917,40.084
436,67.086,40.773
437,66.429,41.452
438,65.56,42.141
439,65.107,42.307
440,65.834,41.583
441,66.128,41.437
442,66.435,41.376
443,66.835,42.489
444,65.935,42.778
445,65.419,43.273
446,65.446,42.542
447,65.328,42.859
448,65.481,42.525
449,65.433,42.409
450,65.566,43.252
451,65.532,44.33
452,65.881,44.674
453,65.397,45.049
454,65.183,44.84
455,65.185,44.785
456,65.369,44.344
457,65.661,44.763
458,66.299,44.58
459,66.347,44.604
460,66.619,44.449
461,66.791,44.376
462,66.756,44.395
463,66.808,44.494
464,66.555,44.625
465,66.415,44.66
466,65.863,45.127
467,65.709,45.263
468,65.435,45.79
469,65.256,46.408
470,64.11,45.718
471,63.687,45.374
472,63.37,44.937
473,63.713,45.358
474,63.507,45.672
475,63.799,45.425
476,64.341,45.614
477,64.23,45.977
478,63.869,45.71
479,63.716,45.555
480,63.8,45.651
481,64.409,45.682
482,63.952,46.258
483,63.962,46.204
484,63.858,46.785
485,64.039,46.507
486,63.801,47.69
487,63.842,47.909
488,63.472,48.368
489,63.411,48.427
490,63.125,48.526
491,63.304,48.353
492,63.364,48.333
493,63.565,47.864
494,63.753,47.88
495,63.305,47.853
496,63.367,47.698
497,62.886,47.859
498,63.199,48.123
499,63.42,49.39
500,63.048,49.94
501,62.596,50.426
502,62.522,50.373
503,62.592,49.982
504,62.926,50.099
505,62.723,49.615
506,62.771,49.283
507,63.144,49.303
508,62.615,49.586
509,62.146,49.514
510,61.883,49.251
511,62.09,49.044
512,62.483,48.88
513,61.888,48.727
514,61.932,48.952
515,62.159,49.252
516,62.062,49.056
517,62.197,48.908
518,63.177,47.886
519,64.319,47.367
520,64.302,47.555
521,63.455,48.089
522,63.449,48.086
523,63.227,47.743
524,63.468,48.001
525,63.738,48.234
526,63.367,48.281
527,63.841,47.392
528,63.851,48.095
529,63.727,48.071
530,63.791,48.048
531,63.376,47.897
532,62.612,47.659
533,62.829,47.781
534,62.858,47.926
535,62.823,47.816
536,62.895,47.788
537,62.622,47.715
538,62.797,48.111
539,62.666,47.592
540,62.754,47.439
541,62.709,47.574
542,63.099,47.701
543,63.771,48.464
544,64.186,48.947
545,64.361,49.24
546,64.257,49.157
547,64.143,49.116
548,64.513,49.09
549,65.347,49.901
550,65.875,50.636
551,65.513,50.173
552,65.88,50.314
553,65.741,51.085
554,65.767,51.341
555,66.783,50.658
556,67.486,50.688
557,68.77,51.173
558,69.255,51.258
559,69.706,50.953
560,69.322,50.255
561,69.704,50.044
562,70.161,50.511
563,70.326,50.584
564,70.609,51.009
565,69.201,50.758
566,69.686,51.364
567,69.584,51.292
568,69.37,51.349
569,69.27,51.382
570,69.247,51.586
571,69.188,51.4
572,69.383,51.16
573,70.166,51.375
574,70.903,52.087
575,70.919,52.502
576,71.224,52.3
577,70.791,51.922
578,70.855,52.543
579,71.196,53.493
580,71.361,53.292
581,70.785,53.206
582,70.623,53.895
583,69.905,53.823
584,70.307,54.279
585,70.449,54.604
586,70.29,54.692
587,70.429,54.657
588,70.396,55.224
589,69.732,54.735
590,68.736,54.459
591,68.367,54.292
592,68.063,54.235
593,67.881,53.925
594,68.235,53.967
595,67.546,53.108
596,67.37,52.651
597,67.484,52.341
598,67.694,51.967
599,68.357,51.27
600,68.729,50.983
601,68.073,51.543
602,68.117,51.106
603,68.633,51.188
604,69.1,51.175
605,68.698,51.345
606,69.884,51.835
607,70.629,52.111
608,70.568,51.601
609,70.738,52.178
610,71.29,53.438
611,70.503,53.884
612,70.384,53.713
613,70.154,53.509
614,70.592,53.738
615,70.494,53.856
616,70.745,53.203
617,71.297,52.662
618,71.065,52.488
619,71.165,52.648
620,70.913,51.668
621,71.368,50.678
622,71.137,50.627
623,71.473,50.692
624,71.658,50.703
625,71.725,50.927
626,71.895,50.758
627,72.825,50.665
628,73.427,50.687
629,74.045,50.431
630,73.924,50.686
631,74.575,50.556
632,74.78,50.493
633,74.34,51.1
634,74.352,51.377
635,74.083,51.207
636,74.361,50.681
637,74.118,50.924
638,73.562,51.009
639,73.801,50.756
640,74.061,50.705
641,73.699,50.393
642,73.475,50.958
643,73.876,51.551
644,73.57,51.215
645,73.815,50.911
646,73.631,50.72
647,73.38,51.122
648,73.118,51.301
649,73.456,51.14
650,73.233,50.53
651,73.904,50.713
652,74.691,50.375
653,74.881,50.14
654,74.582,50.201
655,74.903,50.455
656,74.81,50.488
657,74.846,50.656
658,75.045,50.659
659,74.52,50.837
660,74.366,51.202
661,74.535,51.714
662,74.444,52.563
663,73.924,52.685
664,73.748,52.906
665,73.778,52.693
666,73.781,52.371
667,73.767,52.883
668,74.696,52.997
669,75.637,53.111
670,76.168,53.253
671,75.934,53.282
672,76.415,53.615
673,76.651,53.504
674,76.55,53.832
675,76.608,55.169
676,76.512,54.925
677,76.446,55.153
678,77.07,55.614
679,76.872,55.338
680,76.317,54.997
681,77.019,55.131
682,78.019,55.194
683,77.112,55.093
684,77.418,55.135
685,77.589,55.198
686,76.798,55.59
687,77.254,55.902
688,78.08,56.959
689,78.577,57.639
690,78.714,57.6
691,77.739,58.079
692,77.391,58.34
693,77.204,58.253
694,77.123,58.755
695,76.442,58.693
696,77.885,59.197
697,78.827,58.52
698,79.374,59.123
699,78.115,59.394
700,77.5,59.055
701,77.387,59.09
702,78.248,59.354
703,79.008,59.743
704,79.161,61.071
705,79.776,60.934
706,79.78,60.409
707,79.295,60.402
708,80.121,60.337
709,80.048,60.468
710,81.045,60.252
711,81.56,60.809
712,80.879,62.457
713,80.977,61.731
714,81.962,62.654
715,81.409,62.347
716,80.04,61.981
717,79.737,61.25
718,79.148,60.972
719,79.345,60.454
720,79.664,60.063
721,78.344,59.622
722,78.808,59.588
723,80.081,59.842
724,81.663,58.855
725,83.27,58.281
726,83.17,58.345
727,82.891,58.967
728,82.567,58.453
729,83.424,56.817
730,84.235,56.478
731,84.652,56.1
732,84.371,55.05
733,83.635,54.267
734,83.107,54.123
735,82.205,54.426
736,81.713,54.67
737,81.403,55.053
738,81.167,54.639
739,80.691,55.495
740,80.216,55.699
741,79.918,55.817
742,78.683,55.667
743,78.473,56.543
744,78.819,55.929
745,79.374,56.106
746,80.516,57.413
747,79.666,57.605
748,78.346,56.355
749,77.671,54.862
750,78.341,53.143
751,79.118,53.715
752,79.825,54.398
753,79.596,54.173
754,80.04,53.885
755,79.487,55.084
756,79.721,56.332
757,79.589,56.034
758,80.399,56.584
759,79.558,57.842
760,79.637,58.405
761,80.549,58.51
762,80.706,59.682
763,80.248,59.438
764,80.374,58.811
765,80.75,58.318
766,81.428,57.79
767,81.714,57.236
768,82.108,57.895
769,82.463,57.662
770,81.635,57.797
771,81.766,58.158
772,81.045,58.631
773,80.714,57.397
774,80.106,56.223
775,80.093,55.543
776,79.592,55.342
777,79.19,54.908
778,78.799,55.372
779,78.234,55.554
780,78.531,55.856
781,79.758,55.384
782,80.88,55.428
783,81.471,56.636
784,81.538,57.127
785,81.312,57.252
786,81.391,56.725
787,81.424,57.431
788,81.635,57.817
789,81.367,58.207
790,81.384,58.708
791,81.099,58.731
792,80.839,58.681
793,79.889,58.903
794,79.808,58.262
795,80.416,58.239
796,81.154,59.077
797,80.936,58.993
798,80.525,58.523
799,79.708,58.845
800,80.313,57.569
802,80.45,56.017
803,79.314,56.844
804,78.892,57.425
805,79.845,57.974
806,79.159,58.36
807,78.921,59.563
808,78.397,60.705
809,77.705,60.92
810,78.241,60.446
811,78.799,60.401
812,78.778,60.107
813,77.72,59.833
814,76.735,60.345
815,76.985,59.465
816,77.036,59.266
817,77.122,60.296
818,76.463,61.274
819,77.09,61.25
820,76.643,62.128
822,79.623,64.288
823,78.732,64.321
824,78.396,64.775
825,78.619,64.361
826,78.552,64.443
827,78.676,63.803
828,78.682,63.491
829,77.933,64.535
830,78.096,64.593
831,78.721,64.464
832,79.228,64.882
833,79.554,64.109
834,79.389,63.89
835,79.624,63.474
836,80.355,64.004
837,80.13,63.255
838,79.271,63.048
839,78.728,62.742
840,78.887,62.749
841,78.274,63.142
842,78.53,63.492
843,78.345,63.338
844,78.146,63.219
845,77.751,62.585
846,78.205,62.344
847,77.727,62.887
848,77.253,62.916
849,76.932,62.374
850,76.898,63.587
851,76.151,63.56
852,74.972,62.373
853,74.865,63.147
854,74.603,63.829
855,74.631,64.285
856,74.128,64.9
857,73.83,64.364
858,74.843,64.168
859,75.581,63.871
860,74.69,64.654
861,74.539,64.061
862,74.011,64.108
863,73.84,64.197
864,74.711,64.63
865,74.526,66.413
866,74.411,66.429
867,74.189,65.949
868,74.307,66.252
869,75.141,65.407
870,74.341,64.959
871,74.259,65.388
872,74.923,65.258
873,74.889,65.26
874,74.762,64.887
875,75.305,64.382
876,74.905,64.614
877,74.348,64.693
878,73.824,64.552
879,74.314,64.334
880,75.137,64.714
881,75.149,64.403
882,73.443,64.185
883,73.358,64.479
884,72.696,65.049
885,73.929,65.829
886,74.588,66.308
887,75.463,66.899
888,75.11,68.068
889,76.794,68.879
890,77.125,68.359
891,78.223,68.186
892,79.077,68.551
893,78.693,68.433
894,78.139,67.921
895,78.581,68.603
896,78.34,69.607
897,78.329,69.993
898,79.42,70.365
899,80.436,70.274
900,80.505,69.594
901,80.634,68.366
902,80.353,68.814
903,79.203,69.129
904,78.479,68.765
905,77.529,68.438
906,78.147,69.146
907,77.997,68.714
908,78.346,68.769
909,77.352,68.786
910,77.083,69.232
911,77.441,68.493
912,78.64,68.835
913,78.048,68.657
914,77.612,68.663
915,79.236,68.624
916,77.819,68.404
917,77.649,68.933
918,77.607,69.445
919,76.726,69.362
920,76.548,69.514
921,76.626,68.899
922,76.489,68.832
923,77.197,68.878
924,78.716,69.698
925,79.774,70.773
926,80.122,70.303
927,79.416,70.777
928,78.78,70.841
929,79.784,70.759
930,80.796,70.529
931,80.549,69.442
932,78.815,69.808
933,78.775,70.158
934,79.132,70.677
935,79.424,70.151
936,78.949,70.064
937,79.09,69.767
938,78.774,69.457
939,78.78,68.506
940,79.091,68.625
941,78.675,69.174
942,78.427,69.651
943,77.589,70.157
944,78.316,70.723
945,78.533,71.432
946,78.556,71.226
947,79.709,70.969
948,80.011,70.784
949,79.36,70.527
950,78.554,71.103
951,78.683,71.326
952,79.152,71.155
953,77.92,70.823
954,77.572,70.446
955,77.536,70.148
956,77.611,70.97
957,77.887,70.96
958,78.15,70.422
959,78.838,70.439
960,78.845,71.462
961,79.333,72.863
962,79.763,73.123
963,79.364,73.541
964,78.934,74.228
965,79.899,74.234
966,78.591,74.779
967,76.941,74.616
968,76.356,74.922
969,76.845,75.773
970,77.05,76.334
971,76.696,77.347
972,76.24,78.263
973,75.263,79.55
974,74.504,80.294
975,74.721,80.671
976,75.282,81.377
977,75.767,81.169
978,76.611,81.031
979,76.549,81.189
980,76.074,80.639
981,75.406,79.848
982,75.193,79.807
983,74.594,79.217
984,74.421,78.982
985,74.352,77.347
986,74.011,77.748
987,73.774,78.775
988,73.424,79.481
989,73.591,79.411
990,73.053,79.507
991,73.743,79.822
992,74.332,80.181
993,74.233,80.322
994,74.303,80.917
995,74.332,80.568
996,74.824,80.29
997,75.049,79.2
998,75.54,77.676
999,75.407,77.247
1000,75.719,77.035
1001,76.097,77.431
1002,76.553,77.318
1003,77.129,77.697
1004,76.473,78.103
1005,76.123,78.072
1006,75.678,77.992
1007,75.491,77.268
1008,76.197,76.833
1009,76.478,77.844
1010,76.179,78.24
1011,76.169,79.665
1012,75.926,80.31
1013,75.193,80.086
1014,75.196,79.084
1015,74.937,79.801
1016,75.197,81.386
1017,75.819,81.894
1018,75.648,83.788
1019,76.065,84.762
1020,76.202,85.443
1021,76.165,86.431
1022,77.306,86.851
1023,77.281,88.267
1024,78.171,87.94
1025,77.825,87.824
1026,78.405,88.154
1027,78.512,88.364
1028,78.722,87.737
1029,78.583,87.575
1030,78.075,87.836
1031,78.343,88.907
1032,77.493,89.276
1033,77.896,88.513
1034,78.04,88.541
1035,78.487,88.271
1036,78.398,88.889
1037,78.184,88.608
1038,79.018,88.616
1039,78.715,89.546
1040,78.544,90.313
1041,78.346,90.795
1042,77.257,91.372
1043,77.665,90.983
1044,77.722,91.499
1045,77.791,91.703
1046,77.702,91.855
1047,77.439,91.417
1048,77.051,91.196
1049,77.04,92.178
1050,77.279,91.22
1051,76.875,89.88
1052,77.528,89.13
1053,76.768,89.775
1054,75.173,90.691
1055,74.75,91.037
1056,74.64,91.206
1057,74.7,90.96
1058,74.927,90.392
1059,74.648,89.487
1060,75.792,89.367
1061,77.376,88.925
1062,78.674,88.932
1063,78.361,88.211
1064,78.017,87.91
1065,77.934,88.281
1066,78.329,88.149
1067,78.709,88.247
1068,79.279,88.612
1069,80.195,89.427
1070,79.882,89.049
1071,79.887,89.957
1072,79.858,89.641
1073,79.918,88.726
1074,79.231,88.901
1075,80.012,89.321
1076,80.938,89.346
1077,80.242,88.818
1078,78.782,88.213
1079,79.106,89.516
1080,79.768,89.471
1081,80.605,89.522
1082,79.404,90.155
1083,79.415,90.456
1084,78.68,90.883
1085,79.3,90.978
1086,77.533,90.544
1087,77.666,89.826
1088,78.302,90.099
1090,81.679,89.046
1091,82.066,89.125
1092,81.369,89.314
1093,81.931,89.034
1094,80.853,89.28
1095,80.767,91.143
1096,81.26,91.743
1097,81.614,93.336
1098,80.862,93.415
1099,81.572,93.631
1100,82.264,95.114
1101,81.639,95.807
1102,82.186,96.898
1103,82.204,97.294
1104,81.767,97.595
1105,81.829,97.611
1106,81.432,97.838
1107,81.774,97.79
1108,81.574,97.557
1109,81.355,97.251
1110,82.172,97.737
1111,82.227,96.709
1112,81.273,96.039
1113,81.435,94.921
1114,81.813,93.837
1115,81.698,93.983
1116,81.343,94.662
1117,80.325,95.681
1119,82.538,98.361
1120,82.536,98.435
1121,81.838,98.17
1122,81.563,97.45
1123,82.764,98.462
1124,82.517,98.651
1125,83.685,97.924
1126,84.052,97.584
1127,84.11,98.042
1128,84.358,98.391
1129,84.459,98.321
1130,84.214,98.488
1131,83.704,99.424
1132,83.387,100.6
1133,83.669,100.642
1134,83.914,99.223
1135,84.475,99.879
1136,84.763,100.695
1137,84.842,100.176
1138,84.913,100.257
1139,85.391,100.125
1140,86.395,100.751
1141,86.946,102.375
1142,87.54,102.812
1143,87.617,104.034
1144,87.117,102.798
1145,87.173,102.576
1146,86.472,102.515
1147,86.068,101.288
1148,86.256,100.693
1149,85.773,100.466
1150,86.722,100.4
1151,86.689,100.663
1152,85.388,100.295
1153,85.286,100.128
1154,85.724,99.58
1155,85.399,100.186
1156,84.614,100.775
1157,85.259,101.352
1158,85.456,101.468
1159,84.923,100.934
1160,84.61,100.457
1161,84.606,99.72
1162,84.513,99.914
1163,84.091,100.619
1164,83.387,100.847
1165,83.085,101.209
1166,84.308,100.622
1167,84.821,99.5
1168,85.102,99.746
1169,84.367,100.527
1170,84.411,100.589
1171,84.873,100.183
1172,85.217,99.07
1173,85.063,99.276
1174,84.384,99.74
1175,84.125,99.937
1176,84.928,99.921
1177,84.919,100.066
1178,85.327,99.79
1179,85.07,100.307
1180,84.571,100.916
1181,83.741,101.438
1182,83.606,101.856
1183,82.421,101.832
1184,82.281,102.71
1185,83.19,102.511
1186,83.939,101.914
1187,83.902,101.153
1188,84.309,101.112
1189,84.355,100.709
1190,84.154,100.724
1191,85.059,101.123
1192,85.246,101.579
1193,85.139,101.422
1194,84.824,101.832
1195,85.397,101.649
1196,84.624,102.175
1197,84.171,102.594
1198,84.253,102.674
1199,84.217,102.741
1200,83.688,103.466
1201,82.891,103.365
1202,83.633,103.103
1203,83.453,102.808
1204,83.564,101.996
1205,84.304,101.391
1206,84.703,101.174
1207,85.089,101.945
1208,84.85,101.964
1209,85.74,102.209
1210,86.641,102.493
1211,87.046,102.613
1212,86.744,102.853
1213,87.15,102.97
1214,87.338,103.786
1215,87.21,104.995
1216,87.079,103.931
1217,87.166,103.115
1218,87.325,102.589
1219,88.025,103.61
1220,88.082,103.508
1221,88.668,103.616
1222,89.489,103.434
1223,89.796,103.73
1224,90.65,104.463
1225,91.386,103.932
1226,91.239,104.305
1227,90.851,104.681
1228,91.164,105.731
1229,91.077,106.442
1230,90.193,106.471
1231,89.714,107.296
1232,89.854,107.538
1233,89.84,107.597
1234,89.674,108.329
1235,90.286,108.8
1236,90.39,109.108
1237,90.154,109.543
1238,90.044,109.517
1239,91.093,110.467
1240,91.192,111.404
1241,90.229,111.597
1242,91.183,111.069
1243,90.678,109.773
1244,90.169,109.811
1245,89.492,109.813
1246,89.123,109.151
1247,89.131,108.846
1248,88.878,109.332
1249,88.276,109.064
1250,87.645,108.181
1251,87.416,107.418
1252,85.961,107.606
1253,85.064,106.884
1254,85.941,106.703
1255,84.959,106.97
1256,85.236,106.554
1257,85.149,106.519
1258,85.681,107.15
1259,86.144,107.169
1260,85.652,107.319
1261,85.341,107.801
1262,85.038,108.73
1263,84.701,108.282
1264,83.774,108.886
1265,82.836,109.342
1266,83.505,109.609
1267,84.112,109.187
1268,84.774,109.449
1269,84.713,109.637
1270,84.347,109.387
1271,85.155,110.623
1272,85.746,111.521
1273,86.707,112.156
1274,86.928,113.352
1275,86.73,113.199
1276,87.258,112.913
1277,87.564,112.819
1278,86.366,112.659
1279,85.722,113.321
1280,84.944,113.037
1281,85.053,113.262
1282,84.74,112.982
1284,81.507,113.398
1285,81.443,114.447
1286,81.31,115.294
1287,81.121,115.729
1288,81.185,115.453
1289,80.872,115.822
1290,80.684,116.043
1291,80.414,116.267
1292,80.809,116.714
1293,80.901,116.813
1294,81.411,116.44
1295,81.144,116.291
1297,79.797,118.767
1298,80.454,118.782
1299,79.82,118.726
1300,79.717,118.863
1301,80.253,118.623
1302,80.368,118.394
1303,80.579,118.33
1304,80.665,117.822
1305,81.546,118.228
1306,82.415,118.499
1307,82.16,118.146
1308,81.53,118.772
1309,81.898,120.058
1310,82.115,119.912
1311,82.212,120.027
1312,81.983,119.545
1313,81.747,118.886
1314,81.09,119.537
1315,82.145,120.274
1316,82.524,121.575
1317,82.585,121.181
1318,83.223,121.241
1319,82.332,122.118
1320,82.549,122.774
1321,83.083,124.167
1322,82.669,124.315
1323,83.19,123.938
1324,83.464,123.685
1325,84.657,124.56
1326,84.442,124.996
1327,84.946,123.692
1328,85.079,122.48
1329,85.947,121.319
1330,86.509,120.813
1331,87.159,120.49
1332,86.451,120.563
1333,86.826,120.123
1334,86.939,120.185
1335,86.61,120.326
1336,86.399,120.672
1337,86.101,121.381
1338,86.581,120.555
1339,86.67,120.719
1340,86.905,121.324
1341,86.674,120.989
1342,86.027,121.347
1343,86.776,122.319
1344,86.492,122.247
1345,86.512,122.326
1346,86.324,122.122
1347,86.128,121.246
1348,86.871,122.025
1349,87.19,121.651
1350,87.749,122.078
1351,87.453,122.541
1352,87.172,123.117
1353,87.563,123.127
1354,87.57,122.89
1355,87.876,122.878
1356,86.776,122.175
1357,86.796,122.416
1358,87.446,121.996
1359,86.866,122.092
1360,87.41,121.902
1361,87.313,122.33
1362,87.239,122.559
1363,87.193,122.69
1364,87.158,122.569
1365,86.548,122.114
1366,86.725,122.021
1367,86.445,122.255
