Frame	x	y
4885	320.476	79.675
4886	319.729	79.357
4887	320.456	80.017
4888	320.86	80.473
4889	320.188	80.196
4890	320.903	79.614
4891	321.618	79.665
4892	321.574	80.836
4893	321.292	79.557
4894	320.838	78.705
4895	320.811	78.506
4896	320.958	79.613
4897	322.441	80.241
4898	322.797	79.944
4899	322.655	81.685
4900	322.33	82.073
4901	320.825	83.577
4902	320.278	83.199
4903	319.714	84.408
4904	318.229	85.155
4905	318.006	85.479
4906	318.445	84.594
4907	318.914	84.982
4908	319.334	86.299
4909	318.719	87.164
4910	316.727	88.447
4911	317.202	88.27
4912	318.056	88.649
4913	318.891	89.084
4914	318.59	89.535
4915	318.22	89.676
4916	317.193	89.778
4917	318.036	88.931
4918	318.402	88.983
4919	318.645	89.383
4920	319.299	89.648
4921	320.002	89.616
4922	319.266	89.15
4923	318.717	89.794
4924	319.174	88.576
4925	318.454	88.769
4926	318.742	88.928
4927	319.236	88.762
4928	319.696	88.729
4929	319.787	89.525
4930	319.837	89.865
4931	320.106	90.356
4932	319.74	89.392
4933	318.342	88.882
4934	316.962	89.105
4935	317.028	88.513
4936	316.395	89.115
4937	315.329	88.849
4938	315.217	88.575
4939	315.467	88.119
4940	316.342	86.846
4941	316.407	86.794
4942	316.397	86.697
4943	316.581	86.676
4944	316.494	86.717
4945	316.176	87.083
4946	316.519	86.991
4947	316.596	86.495
4948	316.495	86.691
4949	316.361	87.735
4950	316.556	89.214
4951	316.583	89.186
4952	316.849	88.649
4953	315.422	88.034
4954	315.529	88.497
4955	316.457	88.062
4956	316.718	88.51
4957	316.682	88.707
4958	317.001	88.797
4959	316.708	88.599
4960	317.025	88.489
4961	317.217	88.354
4962	316.672	88.944
4963	316.811	89.323
4964	316.934	89.454
4965	316.661	88.729
4966	317.059	88.591
4967	316.8	88.672
4968	316.809	89.403
4969	318.1	88.851
4970	318.701	88.498
4971	318.754	88.375
4972	318.301	88.772
4973	317.5	87.951
4974	316.647	87.537
4975	316.819	88.3
4976	316.902	89.042
4977	316.872	89.59
4978	316.844	89.251
4979	316.709	89.092
4980	316.633	89.147
4981	316.745	89.642
4982	315.886	89.902
4983	314.661	90.258
4984	312.893	89.901
4985	313.327	89.848
4986	313.335	89.825
4987	313.665	89.481
4988	313.672	88.974
4989	313.588	89.148
4990	313.739	89.033
4991	313.615	89.991
4992	313.504	90.834
4993	313.266	90.676
4994	313.33	90.934
4995	313.544	91.448
4996	312.626	89.777
4997	313.231	89.51
4998	312.858	90.307
4999	313.364	89.445
5000	312.662	89.111
5001	312.812	89.205
5002	313.352	88.67
5003	312.87	89.273
5004	313.189	90.917
5005	313.212	90.45
5006	313.457	91.229
5007	312.926	90.622
5008	313.044	90.726
5009	313.678	90.842
5010	313.091	90.238
5011	312.768	90.726
5012	313.313	91.955
5013	312.564	90.269
5014	312.72	89.415
5015	313.064	89.494
5016	313.578	89.513
5017	314.675	90.419
5018	314.722	90.45
5019	314.703	90.559
5020	314.764	90.372
5021	314.619	91.212
5022	314.774	91.686
5023	314.419	90.818
5024	314.383	91.732
5025	314.332	91.601
5026	314.569	90.843
5027	314.04	91.421
5028	314.559	90.76
5029	313.593	90.395
5030	313.16	90.447
5031	313.542	90.953
5032	313.445	90.965
5033	313.872	91.096
5034	314.764	91.306
5035	314.707	90.71
5036	314.82	91.636
5037	314.779	91.625
5038	314.476	90.58
5039	314.488	90.712
5040	314.805	90.465
5041	314.58	90.582
5042	313.393	89.072
5043	313.393	89.072
5044	313.393	89.072
5045	313.252	89.297
5046	313.252	89.297
5047	313.252	89.297
5048	313.252	89.297
5049	313.252	89.297
5050	313.252	89.297
5051	313.252	89.297
5052	313.252	89.297
5053	313.485	89.665
5054	312.358	90.307
5055	311.543	89.825
5056	310.75	89.012
5057	311.135	88.041
5058	311.216	88.379
5059	310.843	89.285
5060	310.786	89.068
5061	311.721	88.849
5062	312.194	88.433
5063	312.989	89.629
5064	313.685	89.309
5065	313.362	89.253
5066	313.327	90.216
5067	314.104	91.699
5068	314.43	92.045
5069	313.377	91.57
5070	313.639	90.631
5071	313.572	90.515
5072	312.612	90.574
5073	313.497	90.002
5074	313.299	89.265
5075	313.503	89.612
5076	312.758	90.123
5077	312.036	91.156
5078	311.439	92.259
5079	310.831	92.489
5080	309.379	92.181
5081	308.701	91.871
5082	309.634	92.906
5083	308.895	94.11
5084	308.705	94.528
5085	308.707	94.323
5086	308.757	94.392
5087	308.645	94.647
5088	308.826	94.545
5089	310.126	95.293
5090	311.108	95.465
5091	310.445	94.402
5092	310.492	95.03
5093	310.726	95.237
5094	311.047	94.988
5095	310.304	95.158
5096	309.646	96.892
5097	309.358	97.505
5098	309.109	97.56
5099	309.494	97.717
5100	309.895	99.134
5101	309.921	100.887
5102	309.837	101.58
5103	309.16	101.405
5104	308.627	101.417
5105	308.37	101.235
5106	310.374	102.176
5107	309.625	102.264
5108	309.372	101.587
5109	308.611	102.168
5110	308.221	102.709
5111	309.041	104.121
5112	309.168	104.729
5113	308.457	104.581
5114	309.481	104.943
5115	309.263	104.694
5116	308.755	104.767
5117	308.415	105.008
5118	308.823	105.651
5119	309.51	105.296
5120	309.128	104.888
5121	309.356	104.075
5122	308.919	102.381
5123	309.64	101.679
5124	309.495	101.443
5125	309.806	101.597
5126	310.672	102.944
5127	310.466	104.441
5128	310.661	105.283
5129	310.475	105.677
5130	310.103	107.341
5131	310.389	107.571
5132	310.374	107.284
5133	311.369	107.224
5134	311.32	108.388
5135	312.402	107.702
5136	311.932	107.804
5137	311.46	108.63
5138	310.433	109.261
5139	311.53	109.324
5140	311.57	108.866
5141	313.172	110.174
5142	313.256	109.676
5143	312.944	109.992
5144	313.787	109.627
5145	314.372	109.529
5146	315.892	109.62
5147	315.49	109.061
5148	314.102	108.259
5149	312.598	107.528
5150	312.312	107.072
5151	311.665	107.017
5152	310.953	107.164
5153	310.701	106.186
5154	310.667	105.589
5155	310.178	105.586
5156	310.302	106.11
5157	311.24	105.524
5158	310.918	106.796
5159	310.936	105.781
5160	311.135	104.895
5161	311.088	105.199
5162	311.26	105.651
5163	310.77	106.103
5164	311.574	106.408
5165	311.379	106.733
5166	310.694	105.726
5167	310.376	105.009
5168	310.074	106.092
5169	309.92	106.225
5170	309.883	107.136
5171	309.464	107.643
5172	309.3	107.504
5173	309.291	107.221
5174	309.608	106.497
5175	308.937	107.338
5176	309.447	107.463
5177	309.87	107.868
5178	308.908	108.21
5179	307.085	108.302
5180	307.082	107.247
5181	306.673	107.018
5182	305.17	107.676
5183	306.416	108.189
5184	306.927	109.285
5185	306.452	109.267
5186	306.244	108.695
5187	306.72	108.593
5188	306.782	108.861
5189	306.891	109.767
5190	306.631	109.676
5191	306.09	110.076
5192	305.862	111.066
5193	304.372	111.133
5194	305.349	111.369
5195	305.92	112.154
5196	306.611	111.577
5197	305.783	110.768
5198	305.355	110.87
5199	306.047	111.351
5200	306.407	112.684
5201	306.884	112.958
5202	306.565	114.239
5203	305.681	115.582
5204	306.347	117.084
5205	306.161	117.697
5206	306.247	117.782
5207	306.618	119.256
5208	307.085	119.24
5209	307.204	118.209
5210	306.697	118.147
5211	307.09	117.267
5212	306.818	116.865
5213	306.662	117.576
5214	306.09	118.758
5215	306.462	119.802
5216	306.132	119.087
5217	306.145	120.407
5218	305.698	122.258
5219	305.701	122.229
5220	304.503	121.609
5221	304.807	121.26
5222	305.186	121.408
5223	305.271	120.958
5224	305.122	121.792
5225	305.504	121.865
5226	305.282	121.899
5227	306.122	123.494
5228	306.329	124.181
5229	306.754	123.115
5230	305.929	122.976
5231	306.724	123.526
5232	306.401	124.238
5233	306.905	123.208
5234	306.917	123.436
5235	307.339	124.53
5236	308.208	125.868
5237	308.344	127.134
5238	308.862	126.139
5239	308.936	125.541
5240	308.364	126.053
5241	308.545	126.256
5242	308.875	127.639
5243	309.656	127.695
5244	308.905	126.792
5245	308.668	126.464
5246	308.946	126.588
5247	309.366	126.101
5248	310.075	127.04
5249	309.868	127.307
5250	309.354	127.031
5251	308.255	127.743
5252	307.227	126.948
5253	307.616	127.16
5254	307.252	127.172
5255	308.401	127.96
5256	309.469	127.677
5257	309.897	127.889
5258	310.877	129.071
5259	309.364	128.708
5260	309.091	128.226
5261	308.682	127.84
5262	308.213	127.874
5264	303.049	133.569
5265	303.049	133.569
5266	303.049	133.569
5267	303.049	133.569
5268	303.049	133.569
5269	303.049	133.569
5270	303.049	133.569
5271	303.049	133.569
5272	303.049	133.569
5273	302.938	134.459
5274	302.461	134.26
5275	302.965	135.529
5276	302.11	136.29
5277	300.572	136.999
5278	300.217	136.481
5279	300.374	136.652
5280	299.245	135.588
5281	299.113	134.94
5282	299.72	135.936
5283	299.584	135.602
5284	299.264	135.044
5285	299.686	136.192
5286	301.359	137.088
5287	302.066	136.942
5288	302.365	136.131
5289	302.696	135.588
5290	302.945	134.59
5291	303.267	134.706
5292	303.477	134.449
5293	304.087	135.135
5294	304.319	136.695
5295	304.215	137.923
5296	304.454	138.633
5297	304.838	138.761
5298	306.144	138.639
5299	306.007	138.899
5300	306.228	139.933
5301	306.159	140.076
5302	306.526	139.516
5303	306.137	140.194
5304	307.723	140.11
5305	307.88	140.457
5306	306.678	140.233
5307	306.035	140.164
5308	304.589	140.83
5309	303.546	141.042
5310	302.373	140.294
5311	303.032	141.129
5312	302.801	142.849
5313	301.695	143.067
5314	301.767	142.587
5315	300.515	143.112
5316	299.768	143.664
5317	300.481	143.613
5318	300.497	144.562
5319	300.569	145.01
5320	301.12	145.428
5321	300.521	147.387
5322	300.726	147.842
5323	301.123	146.89
5324	300.365	146.118
5325	300.69	147.082
5326	300.68	147.415
5327	300.745	147.44
5328	300.625	147.928
5329	300.384	147.391
5330	300.95	147.893
5331	300.801	147.769
5332	300.656	146.902
5333	301.382	147.712
5334	301.115	147.508
5335	300.574	146.665
5336	300.408	145.345
5337	299.669	145.095
5338	298.371	146.428
5339	298.654	147.367
5340	298.645	147.259
5341	296.9	146.438
5342	296.852	146.926
5343	296.283	147.085
5344	296.154	146.777
5345	296.693	146.877
5346	297.158	146.299
5347	296.805	145.805
5348	296.795	145.658
5349	296.978	145.39
5350	297.138	145.095
5351	296.5	145.634
5352	296.977	146.419
5353	297.324	146.432
5354	297.783	146.2
5355	298.118	146.097
5356	298.287	145.227
5357	296.598	144.763
5358	296.169	144.851
5359	297.407	144.321
5360	297.51	144.125
5361	297.2	145.067
5362	296.877	145.781
5363	297.398	145.513
5364	297.74	145.094
5365	298.315	144.955
5366	297.561	145.237
5367	298.251	145.18
5368	297.803	144.925
5369	296.71	145.413
5370	297.387	145.388
5371	297.333	144.755
5372	297.503	144.648
5373	297.858	145.151
5374	298.162	145.058
5375	298.267	145.08
5376	297.873	144.576
5377	297.57	144.897
5378	297.244	145.07
5379	297.234	146.104
5380	296.151	146.818
5381	296.136	146.579
5382	296.193	146.476
5383	295.948	146.5
5384	296.881	146.249
5385	296.34	146.552
5386	296.695	145.96
5387	298.176	146.625
5388	298.451	146.683
5389	298.149	145.418
5390	298.466	145.379
5391	298.546	145.245
5392	297.618	144.966
5393	295.877	146.487
5394	295.611	146.637
5395	294.786	147.276
5396	294.303	147.314
5397	294.734	146.884
5398	294.361	147.83
5399	294.593	148.362
5400	293.08	147.313
5401	292.912	145.689
5402	292.779	144.187
5403	292.91	143.726
5404	293.566	143.742
5405	293.912	144.585
5406	293.287	145.632
5407	294.024	145.836
5408	293.916	146.103
5409	293.395	145.567
5410	294.263	145.613
5411	294.604	146.038
5412	294.818	146.438
5413	294.427	146.662
5414	293.178	147.401
5415	293.156	147.938
5416	293.269	148.376
5417	292.478	148.501
5418	293.072	147.961
5419	293.142	147.763
5420	293.196	148.063
5421	294.309	147.82
5422	294.131	146.863
5423	292.326	146.204
5424	291.454	147.44
5425	291.205	148.269
5426	291.286	148.223
5427	290.892	147.783
5428	290.906	148.177
5429	289.817	148.297
5430	289.167	147.827
5431	288.521	147.893
5432	288.187	148.641
5433	287.221	148.766
5434	287.315	149.412
5435	287.494	149.158
5436	286.601	149.336
5437	286.932	149.906
5438	285.758	149.739
5439	284.891	149.44
5440	285.277	149.83
5441	284.842	151.429
5442	285.187	154.229
5443	286.1	154.47
5444	286.471	154.431
5445	287.344	153.494
5446	287.904	152.391
5447	288.127	152.522
5448	287.853	153.306
5449	287.49	154.082
5450	286.418	153.149
5451	286.44	152.742
5452	286.547	153.035
5453	286.385	153.413
5454	286.564	153.894
5455	287.546	154.198
5456	287.554	154.536
5457	286.781	154.647
5458	287.434	154.517
5459	287.366	155.454
5460	286.683	154.599
5461	287.013	154.673
5462	286.539	154.499
5463	287.154	153.663
5464	287.366	153.886
5465	287.203	154.466
5466	287.539	153.843
5467	287.939	152.507
5468	287.941	152.5
5469	288.376	151.659
5470	287.764	152.185
5471	287.11	152.752
5472	287.27	153.049
5473	287.248	152.865
5474	287.33	153.635
5475	286.515	154.918
5476	285.577	155.028
5477	286.448	155.008
5478	286.132	154.815
5479	286.825	155.351
5480	286.632	155.336
5481	287.124	155.432
5482	286.895	157.114
5483	286.935	157.231
5484	286.556	157.702
5485	286.539	157.255
5487	293.825	153.893
5488	293.825	153.893
5489	293.825	153.893
5490	293.825	153.893
5491	293.825	153.893
5492	293.825	153.893
5493	293.825	153.893
5494	293.825	153.893
5495	293.825	153.893
5496	293.601	153.769
5497	293.69	153.232
5498	293.256	153.761
5499	293.353	154.673
5500	293.746	154.031
5501	294.852	153.667
5502	294.28	153.493
5503	293.813	153.53
5504	294.156	153.777
5505	293.746	153.499
5506	293.838	153.521
5507	293.215	152.968
5508	292.888	152.894
5509	293.056	153.82
5510	293.465	153.905
5511	292.42	153.696
5512	292.773	153.571
5513	293.697	153.498
5514	294.213	153.882
5515	293.409	154.204
5516	293.786	153.037
5517	292.912	152.757
5518	293.141	153.877
5519	292.762	153.013
5520	292.541	153.733
5521	293.096	153.928
5522	292.476	155.381
5523	291.795	156.823
5524	291.489	157.338
5525	290.832	156.887
5526	290.122	156.272
5527	289.649	156.105
5528	290.339	156.905
5529	290.368	157.107
5530	291.091	156.987
5531	292.159	157.185
5532	292.408	156.992
5533	292.9	157.179
5534	292.732	157.567
5535	293.506	158.506
5536	293.282	159.606
5537	294.745	158.834
5538	294.664	158.734
5539	294.908	158.899
5540	294.782	158.676
5541	294.931	158.462
5542	295.533	158.258
5543	294.475	158.126
5544	295.118	159.209
5545	295.102	159.865
5546	295.237	159.6
5547	295.408	159.199
5548	295.214	159.888
5549	295.297	159.869
5550	295.814	159.488
5551	296.391	159.141
5552	296.602	158.54
5553	297.468	157.69
5554	297.096	156.41
5555	296.928	156.59
5556	297.152	156.663
5557	297.047	156.371
5558	297.325	156.153
5559	296.338	155.522
5560	296.059	156.981
5561	295.592	155.694
5562	295.84	154.885
5563	296.323	154.917
5564	296.527	155.082
5565	295.852	154.867
5566	296.671	154.57
5567	297.076	154.567
5568	297.759	154.73
5569	298.021	154.271
5570	298.575	154.68
5571	298.064	155.619
5572	296.97	155.456
5573	295.922	155.709
5574	295.497	154.802
5575	295.483	154.488
5576	296.136	154.944
5577	295.828	155.279
5578	294.256	154.662
5579	291.98	154.348
5580	292.163	154.572
5581	292.563	154.459
5582	293.345	153.165
5583	292.755	153.896
5584	292.844	155.931
5585	291.596	154.917
5586	291.396	154.977
5587	291.897	154.565
5588	292.09	154.161
5589	292.247	154.168
5590	292.517	154.593
5591	291.978	155.071
5592	291.655	154.548
5593	292.029	155.168
5594	291.958	154.681
5595	292.931	153.901
5596	292.779	153.914
5597	290.858	154.065
5598	290.629	153.394
5599	290.693	153.025
5600	291.124	152.854
5601	291.139	152.569
5602	291.421	152.369
5603	291.288	151.499
5604	290.58	150.715
5605	290.524	151.077
5606	290.844	152.32
5607	291.42	152.149
5608	290.587	151.322
5609	289.928	151.236
5610	290.482	152.158
5611	292.31	152.497
5612	292.734	152.88
5613	291.91	154.322
5614	292.268	154.363
5615	292.377	154.676
5616	292.752	155.768
5617	293.056	156.709
5618	292.861	158.269
5619	293.419	159.546
5620	294.456	160.08
5621	294.449	161.482
5622	294.794	160.443
5623	295.723	160.845
5624	295.299	160.727
5625	295.664	160.586
5626	295.36	160.852
5627	296.9	160.806
5628	297.262	160.814
5629	297.666	160.637
5630	297.198	160.959
5631	297.69	160.898
5632	297.691	161.129
5633	297.544	161.028
5634	298.395	162.287
5635	299.898	163.48
5636	299.13	163.445
5637	299.195	164.074
5638	299.26	165.434
5639	300.203	166.36
5640	299.955	167.51
5641	300.75	167.702
5642	300.607	166.786
5643	300.642	167.091
5644	300.787	167.16
5645	300.422	166.365
5646	300.906	164.647
5647	301.537	164.744
5648	301.648	165.476
5649	301.833	166.851
5650	302.326	167.779
5651	302.005	168.797
5652	302.44	168.677
5653	302.676	169.397
5654	303.861	170.17
5655	303.883	170.401
5656	303.86	169.928
5657	303.662	170.02
5658	304.53	170.771
5659	304.455	171.315
5660	303.766	170.81
5661	303.106	171.239
5662	303.297	170.942
5663	302.582	170.274
5664	303.089	170.623
5665	303.769	170.181
5666	304.447	171.023
5667	304.788	170.172
5668	304.624	169.862
5669	304.443	170.653
5670	303.662	170.98
5671	303.793	171.252
5672	303.965	170.528
5673	303.52	169.866
5674	303.614	170.55
5675	302.406	169.773
5676	300.968	170.337
5677	301.841	171.056
5678	301.144	170.611
5679	300.435	171.432
5680	300.362	171.346
5681	300.521	171.472
5682	300.925	171.374
5683	300.111	171.878
5684	300.266	171.339
5685	299.647	172.06
5686	298.82	172.376
5687	297.729	172.916
5688	298.235	173.429
5689	298.511	174.655
5690	298.288	174.472
5691	297.679	173.221
5692	297.884	173.28
5693	297.907	173.354
5694	297.1	174.188
5695	296.053	174.681
5696	296.574	174.726
5697	297.215	175.283
5698	296.415	174.513
5699	297.204	174
5700	296.784	174.696
5701	296.793	175.11
5702	296.12	174.915
5703	296.478	175.687
5704	296.217	175.256
5705	296.244	175.329
5707	297.158	184.666
5708	297.158	184.666
5709	297.158	184.666
5710	297.158	184.666
5711	297.158	184.666
5712	297.158	184.666
5713	297.158	184.666
5714	297.158	184.666
5715	297.158	184.666
5716	297.528	184.35
5717	297.446	184.925
5718	298.695	185.086
5719	298.293	186.523
5720	297.428	187.602
5721	297.913	187.508
5722	297.815	188.011
5723	297.277	188.029
5724	296.662	187.711
5725	297.154	187.786
5726	297.141	187.367
5727	298.182	187.698
5728	298.548	187.523
5729	297.934	187.732
5730	297.623	187.678
5731	297.067	187.821
5732	296.711	188.009
5733	295.554	186.884
5734	295.733	186.663
5735	295.482	186.172
5736	296.045	185.809
5737	295.777	186.602
5738	296.213	187.076
5739	295.794	187.219
5740	296.519	187.575
5741	296.592	187.714
5742	297.498	187.796
5743	299.124	187.774
5744	300.802	188.069
5745	300.381	187.697
5746	301.837	188.582
5747	302.593	189.389
5748	302.817	189.101
5749	304.476	189.013
5750	304.381	188.867
5751	304.09	188.553
5752	304.519	188.852
5753	304.39	188.76
5754	304.751	188.903
5755	305.003	188.554
5756	304.409	188.792
5757	304.627	188.592
5758	304.739	188.797
5759	304.503	188.473
5760	305.031	187.468
5761	305.386	186.72
5762	306.121	186.303
5763	305.959	186.592
5764	305.866	187.089
5765	305.44	187.328
5766	304.892	187.455
5767	304.471	188.479
5768	304.684	187.908
5769	304.799	188.424
5770	304.607	188.758
5771	304.702	187.162
5772	305.345	186.899
5773	306.39	187.944
5774	307.28	188.105
5775	307.555	188.337
5776	308.19	187.349
5777	308.926	186.783
5778	308.629	186.638
5779	308.877	186.39
5780	308.561	186.759
5781	308.787	186.406
5782	309.236	186.426
5783	309.493	185.409
5784	310.159	185.887
5785	309.788	185.569
5786	309.251	185.76
5787	309.439	185.595
5788	309.608	185.53
5789	309.789	185.662
5790	309.59	185.377
5791	309.527	185.541
5792	309.523	185.852
5793	309.743	185.361
5794	309.3	185.945
5795	309.539	185.819
5796	309.721	185.75
5797	309.822	185.62
5798	310.041	185.9
5799	310.212	185.88
5800	309.602	184.754
5801	309.592	185.555
5802	310.136	185.405
5803	310.232	185.468
5804	308.958	186.54
5805	309.26	187.301
5806	309.444	187.245
5807	310.24	186.375
5808	310.654	185.566
5809	310.603	185.336
5810	310.458	185.749
5811	309.832	185.363
5812	310.526	185.273
5813	310.555	185.762
5814	310.615	185.566
5815	310.535	185.524
5816	309.89	185.616
5817	310.451	185.782
5818	310.695	185.276
5819	311.411	184.799
5820	310.16	186.295
5821	309.838	186.798
5822	310.164	186.013
5823	310.309	185.568
5824	310.883	185.709
5825	312.351	186.154
5826	312.855	186.492
5827	312.576	186.859
5828	312.703	185.649
5829	312.828	185.883
5830	312.564	186.164
5831	311.906	186.638
5832	311.283	187.507
5833	311.492	189.019
5834	311.933	189.681
5835	312.132	189.645
5836	311.994	190.792
5837	312.746	190.634
5838	313.513	189.687
5839	313.728	190.104
5840	314.758	189.932
5841	314.753	189.627
5842	314.484	189.628
5843	314.489	190.123
5844	314.794	190.582
5845	314.042	189.395
5846	313.813	189.665
5847	314.665	190.147
5848	314.701	190.028
5849	314.477	189.509
5850	313.589	187.899
5851	313.562	187.447
5852	313.168	187.57
5853	313.076	187.417
5854	312.848	186.633
5855	312.9	187.143
5856	312.468	188.547
5857	312.634	190.926
5858	312.314	190.797
5859	311.772	190.784
5860	312.463	190.688
5861	312.277	190.402
5862	311.124	190.597
5863	311.659	190.68
5864	311.585	190.323
5865	310.78	190.399
5866	310.924	190.654
5867	310.691	189.344
5868	310.335	189.456
5869	311.227	190.151
5870	311.368	189.634
5871	311.344	191.024
5872	311.973	190.788
5873	310.89	191.118
5874	310.894	191.487
5875	311.914	190.34
5876	311.773	190.85
5877	311.969	190.399
5878	312.28	190.102
5879	311.793	190.763
5880	310.889	190.945
5881	311.172	190.876
5882	311.598	190.701
5883	311.739	189.712
5884	311.102	188.811
5885	311.792	188.616
5886	311.779	189.218
5887	310.823	190.358
5888	310.782	190.853
5889	309.71	190.815
5890	308.961	191.09
5891	308.536	191.085
5892	309.595	190.753
5893	310.322	190.341
5894	308.724	190.76
5895	309.222	190.718
5896	309.266	191.066
5897	308.593	191.523
5898	309.014	190.898
5899	310.687	190.993
5900	310.659	191.474
5901	309.596	191.11
5902	310.07	189.735
5903	310.852	190.066
5904	310.232	189.53
5905	309.806	190.131
5906	310.455	189.601
5907	310.466	188.999
5908	311.428	188.541
5909	311.515	188.566
5910	311.404	188.205
5911	311.85	188.709
5912	310.952	188.185
5913	310.614	188.621
5914	311.3	189.023
5915	311.425	188.673
5916	312.386	189.405
5917	312.58	189.701
5918	312.317	190.84
5919	312.71	191.604
5920	312.096	191.117
5921	311.851	190.557
5922	312.25	190.039
5923	312.073	189.44
5924	312.188	189.72
5925	311.445	188.838
5927	322.226	188.29
5928	322.226	188.29
5929	322.226	188.29
5930	322.226	188.29
5931	322.226	188.29
5932	322.226	188.29
5933	322.226	188.29
5934	322.226	188.29
5935	322.226	188.29
5936	321.887	188.267
5937	321.233	188.373
5938	320.804	187.525
5939	321.311	187.743
5940	322.697	187.063
5941	323.12	187.21
5942	323.498	187.444
5943	323.269	187.831
5944	322.387	187.225
5945	322.795	186.685
5946	323.25	186.633
5947	323.28	187.057
5948	323.568	186.213
5949	323.34	187.176
5950	323.317	188.201
5951	323.451	189.038
5952	323.633	188.538
5953	322.271	188.538
5954	322.631	188.418
5955	323.647	186.593
5956	324.062	185.425
5957	324.658	184.882
5958	325.853	185.267
5959	325.57	185.293
5960	325.636	185.285
5961	325.505	185.409
5962	326.109	185.44
5963	325.091	184.75
5964	325.645	184.515
5965	325.135	184.89
5966	324.759	185.334
5967	323.475	185.263
5968	322.953	185.337
5969	323.329	183.826
5970	323.026	183.79
5971	323.498	183.661
5972	324.696	185.103
5973	324.049	184.912
5974	324.236	185.045
5975	324.616	184.942
5976	325.101	184.895
5977	323.145	183.727
5978	322.169	182.745
5979	321.833	182.512
5980	322.644	182.742
5981	322.673	183.04
5982	323.169	182.547
5983	322.836	182.665
5984	322.919	182.688
5985	322.471	182.852
5986	322.9	183.615
5987	322.608	184.042
5988	322.642	183.431
5989	322.917	183.218
5990	322.287	184.232
5991	322.744	184.438
5992	322.819	184.866
5993	322.515	185.396
5994	322.719	186.893
5995	322.329	186.657
5996	322.288	187.906
5997	322.186	189.23
5998	322.736	188.885
5999	322.404	189.239
6000	322.222	189.047
6001	322.196	187.936
6002	321.885	187.139
6003	320.912	187.65
6004	320.555	188.905
6005	319.867	190.464
6006	319.552	190.387
6007	319.948	190.997
6008	321.75	190.849
6009	322.291	191.228
6010	322.344	190.432
6011	322.35	190.681
6012	321.828	190.911
6013	322.58	190.423
6014	321.934	190.251
6015	321.881	191.096
6016	321.432	191.975
6017	321.335	191.964
6018	320.851	191.659
6019	321.035	192.763
6020	320.29	195.094
6021	319.817	194.609
6022	319.922	194.162
6023	320.303	193.734
6024	320.698	192.535
6025	323.13	191.384
6026	324.223	191.621
6027	324.074	190.813
6028	323.682	189.18
6029	323.9	189.283
6030	324.813	189.41
6031	324.293	190.379
6032	323.484	191.37
6033	322.789	190.204
6034	323.565	188.951
6035	324.101	190.309
6036	324.297	192.376
6037	324.372	192.647
6038	323.863	193.444
6039	324.747	193.615
6040	326.311	195.046
6041	326.319	195.08
6042	326.216	194.331
6043	326.898	194.154
6044	327.302	194.276
6045	326.57	194.717
6046	326.995	196.584
6047	326.462	195.572
6048	325.953	195.452
6049	326.124	194.802
6050	326.064	195.45
6051	326.759	195.804
6052	326.879	196.209
6053	327.244	196.225
6054	328.14	198.168
6055	328.845	198.919
6056	328.632	198.999
6057	328.211	198.713
6058	328.389	198.352
6059	329.033	198.683
6060	328.618	199.038
6061	328.612	198.57
6062	328.538	199.06
6063	328.603	198.74
6064	328.874	198.513
6065	328.736	198.719
6066	328.119	197.98
6067	328.29	197.294
6068	327.752	197.646
6069	327.884	197.399
6070	327.848	197.73
6071	328.1	198.351
6072	328.245	198.136
6073	329.058	198.717
6074	327.774	199.378
6075	326.413	199.419
6076	325.767	199.353
6077	326.193	200.519
6078	325.909	201.795
6079	325.841	201.635
6080	325.71	201.806
6081	325.509	201.666
6082	326.282	201.914
6083	326.112	201.837
6084	326.241	201.726
6085	325.192	201.926
6086	324.147	202.116
6087	323.737	201.112
6088	323.126	201.396
6089	323.78	201.344
6090	323.566	201.524
6091	323.439	202.595
6092	323.565	202.258
6093	325.114	202.109
6094	326.048	201.784
6095	325.518	202.03
6096	325.867	203.277
6097	326.155	203.481
6098	325.135	204.229
6099	324.843	204.651
6100	325.061	204.554
6101	325.077	204.265
6102	325.15	204.371
6103	325.165	203.523
6104	325.184	204.188
6105	325.101	203.886
6106	324.095	203.217
6107	324.859	201.729
6108	325.434	202.033
6109	326.131	201.492
6110	327.453	200.211
6111	327.263	200.273
6112	326.493	200.793
6113	326.178	201.565
6114	326.109	201.081
6115	325.745	201.248
6116	326.246	200.931
6117	326.508	200.946
6118	325.925	201.479
6119	326.038	201.781
6120	326.567	201.961
6121	328.581	202.354
6122	328.564	202.28
6123	329.497	201.535
6124	328.603	202.325
6125	328.891	202.497
6126	328.834	201.848
6127	328.881	201.25
6128	330.143	201.418
6129	330.762	201.075
6130	330.696	201.048
6131	330.237	201.069
6132	329.121	201.631
6133	328.623	202.266
6134	329.031	201.632
6135	328.937	202.455
6136	328.928	202.299
6137	329.048	202.175
6138	328.83	202.463
6139	328.69	203.326
6140	328.821	203.489
6141	328.961	204.066
6142	328.611	204.533
6143	328.463	204.55
6144	329.122	203.89
6145	328.682	202.514
6146	328.618	202.224
6147	323.077	201.499
6148	323.077	201.499
6149	323.077	201.499
6150	323.077	201.499
6151	323.077	201.499
6152	323.077	201.499
6153	323.077	201.499
6154	323.077	201.499
6155	323.077	201.499
6156	323.077	201.499
6157	322.952	201.511
6158	323.053	201.633
6159	322.694	201.526
6160	323.53	200.596
