Trajectory	Frame	x	y	z
1	2284	38.369	66.381	0
1	2285	37.883	66.458	0
1	2286	37.731	66.346	0
1	2287	38.056	66.356	0
1	2288	38.189	66.218	0
1	2289	38.177	66.228	0
1	2290	37.916	65.872	0
1	2291	37.538	65.965	0
1	2292	37.459	65.903	0
1	2293	37.523	66.303	0
1	2294	37.33	65.973	0
1	2295	37.359	65.895	0
1	2296	37.287	65.812	0
1	2297	37.261	65.887	0
1	2298	36.752	66.042	0
1	2299	36.592	66.091	0
1	2300	36.364	66.238	0
1	2301	36.294	66.085	0
1	2302	36.101	66.348	0
1	2303	35.728	66.385	0
1	2304	35.593	66.222	0
1	2305	35.342	65.885	0
1	2306	35.148	65.65	0
1	2307	35.409	66.26	0
1	2308	36.069	66.022	0
1	2309	35.868	66.477	0
1	2310	36.395	66.334	0
1	2311	36.524	66.149	0
1	2312	36.325	65.827	0
1	2313	36.08	65.62	0
1	2314	35.639	66.139	0
1	2315	35.479	66.076	0
1	2316	35.395	65.809	0
1	2317	35.493	65.88	0
1	2318	35.569	65.9	0
1	2319	35.564	65.653	0
1	2320	36.14	66.215	0
1	2321	36.035	66.21	0
1	2322	36.212	66.74	0
1	2323	36.095	66.614	0
1	2324	36.05	66.578	0
1	2325	36.273	66.351	0
1	2326	36.037	65.896	0
1	2327	35.426	65.47	0
1	2328	35.236	65.287	0
1	2329	35.19	65.582	0
1	2330	35.296	65.371	0
1	2331	35.106	65.623	0
1	2332	35.026	66.402	0
1	2333	34.818	66.875	0
1	2334	34.758	67.121	0
1	2335	34.722	67.439	0
1	2336	34.618	67.898	0
1	2337	34.692	67.796	0
1	2338	34.662	67.711	0
1	2339	34.487	68.15	0
1	2340	33.827	68.207	0
1	2341	33.713	68.376	0
1	2342	33.562	67.898	0
1	2343	33.282	67.838	0
1	2344	33.567	67.901	0
1	2345	33.686	67.658	0
1	2346	33.955	67.488	0
1	2347	33.745	67.588	0
1	2348	33.463	67.903	0
1	2349	33.536	68.198	0
1	2350	33.407	68.176	0
1	2351	33.547	67.855	0
1	2352	33.701	68.398	0
1	2353	33.243	68.16	0
1	2354	33.101	68.836	0
1	2355	33.105	69.275	0
1	2356	33.083	69.685	0
1	2357	33.058	69.679	0
1	2358	33.032	69.585	0
1	2359	32.948	69.487	0
1	2360	33.379	70.312	0
1	2361	33.805	70.635	0
1	2362	34.173	70.656	0
1	2363	34.232	70.449	0
1	2364	34.612	70.598	0
1	2365	34.756	70.609	0
1	2366	35.064	71.176	0
1	2367	35.435	71.441	0
1	2368	35.509	71.411	0
1	2369	35.707	71.609	0
1	2370	35.841	71.681	0
1	2371	36.118	71.379	0
1	2372	35.929	70.914	0
1	2373	35.934	71.104	0
1	2374	36.254	71.226	0
1	2375	35.878	71.658	0
1	2376	36.497	72.688	0
1	2377	36.802	73.32	0
1	2378	36.887	73.339	0
1	2379	37.108	73.217	0
1	2380	36.526	72.809	0
1	2381	36.685	72.671	0
1	2382	37.323	72.428	0
1	2383	37.378	72.161	0
1	2384	37.314	72.445	0
1	2385	37.699	72.428	0
1	2386	38.021	72.414	0
1	2387	37.664	72.517	0
1	2388	37.637	71.908	0
1	2389	37.469	72.288	0
1	2390	37.687	71.836	0
1	2391	37.56	71.938	0
1	2392	37.904	71.787	0
1	2393	38.166	71.163	0
1	2394	37.859	70.926	0
1	2395	37.812	70.998	0
1	2396	37.867	71.564	0
1	2397	37.761	71.726	0
1	2398	37.878	72.164	0
1	2399	37.881	71.496	0
1	2400	37.629	71.832	0
1	2401	37.798	71.679	0
1	2402	37.748	71.04	0
1	2403	37.643	71.466	0
1	2404	37.79	71.435	0
1	2405	37.588	71.515	0
1	2406	37.827	71.262	0
1	2407	38.417	71.508	0
1	2408	38.574	71.316	0
1	2409	38.385	70.819	0
1	2410	38.07	70.918	0
1	2411	38.154	70.556	0
1	2412	38.093	71.283	0
1	2413	38.231	71.397	0
1	2414	38.064	71.702	0
1	2415	38.091	72.104	0
1	2416	37.884	72.568	0
1	2417	38.007	73.403	0
1	2418	37.703	73.922	0
1	2419	38.065	73.916	0
1	2420	38.414	74.547	0
1	2421	38.624	75.079	0
1	2422	38.599	74.882	0
1	2423	38.108	74.323	0
1	2424	37.863	75.16	0
1	2425	37.742	75.132	0
1	2426	38.018	75.426	0
1	2427	38.473	75.407	0
1	2428	38.61	75.081	0
1	2429	38.566	75.294	0
1	2430	38.462	75.196	0
1	2431	39.143	75.214	0
1	2432	38.702	75.164	0
1	2433	38.438	75.142	0
1	2434	38.394	74.508	0
1	2435	38.237	74.131	0
1	2436	38.313	74.189	0
1	2437	38.525	73.837	0
1	2438	38.561	74.339	0
1	2439	38.713	73.789	0
1	2440	38.426	73.946	0
1	2441	38.628	73.886	0
1	2442	38.477	73.696	0
1	2443	38.448	73.495	0
1	2444	38.383	72.937	0
1	2445	37.921	72.746	0
1	2446	38.222	72.312	0
1	2447	38.296	72.854	0
1	2448	38.531	73.132	0
1	2449	39.409	73.236	0
1	2450	39.786	73.323	0
1	2451	39.737	73.717	0
1	2452	39.561	73.744	0
1	2453	39.739	73.456	0
1	2454	39.793	73.441	0
1	2455	39.733	73.304	0
1	2456	39.77	73.12	0
1	2457	39.243	72.785	0
1	2458	38.759	72.813	0
1	2459	39.431	72.886	0
1	2460	40.053	72.829	0
1	2461	39.538	72.756	0
1	2462	39.321	71.619	0
1	2463	39.236	72.222	0
1	2464	39.01	72.356	0
1	2465	39.094	72.273	0
1	2466	38.841	72.268	0
1	2467	39.203	72.722	0
1	2468	39.208	72.319	0
1	2469	38.865	72.184	0
1	2470	38.702	72.389	0
1	2471	38.178	72.074	0
1	2472	37.945	72.156	0
1	2473	37.553	71.25	0
1	2474	37.085	71.689	0
1	2475	37.133	71.813	0
1	2476	37.608	71.509	0
1	2477	37.526	71.562	0
1	2478	37.74	71.436	0
1	2479	37.494	71.198	0
1	2480	37.736	71.563	0
1	2481	38.284	71.324	0
1	2482	38.412	71.23	0
1	2483	37.755	71.509	0
1	2484	37.812	71.252	0
1	2485	37.708	71.433	0
1	2486	37.628	71.62	0
1	2487	37.236	71.431	0
1	2488	37.327	71.605	0
1	2489	37.296	71.554	0
1	2490	37.367	71.192	0
1	2491	37.162	70.798	0
1	2492	36.881	70.175	0
1	2493	36.918	70.382	0
1	2494	36.859	70.621	0
1	2495	36.71	70.624	0
1	2496	36.949	71.406	0
1	2497	36.983	72.092	0
1	2498	36.129	72.864	0
1	2499	35.864	73.13	0
1	2500	35.852	73.214	0
1	2501	35.647	73.257	0
1	2502	35.793	73.454	0
1	2503	36.061	73.694	0
1	2504	35.893	73.747	0
1	2505	35.612	73.573	0
1	2506	35.312	73.515	0
1	2507	35.515	73.547	0
1	2508	35.211	73.478	0
1	2509	35.382	73.461	0
1	2510	35.122	73.32	0
1	2511	35.059	73.505	0
1	2512	35.416	73.28	0
1	2513	35.481	73.501	0
1	2514	35.744	73.31	0
1	2515	36.068	73.09	0
1	2516	36.405	73.194	0
1	2517	36.558	73.205	0
1	2518	36.398	73.537	0
1	2519	36.16	73.399	0
1	2520	36.455	73.572	0
1	2521	36.695	73.663	0
1	2522	37.054	73.799	0
1	2523	36.417	73.927	0
1	2524	36.494	73.488	0
1	2525	35.667	73.333	0
1	2526	35.179	73.499	0
1	2527	35.267	73.264	0
1	2528	35.321	72.901	0
1	2529	35.011	72.784	0
1	2530	34.545	72.908	0
1	2531	34.857	73.242	0
1	2532	34.896	73.181	0
1	2533	34.829	72.81	0
1	2534	35.118	73.525	0
1	2535	35.367	73.708	0
1	2536	35.587	74.474	0
1	2537	35.502	74.518	0
1	2538	35.19	74.87	0
1	2539	35.243	74.722	0
1	2540	35.07	75.221	0
1	2541	34.853	75.649	0
1	2542	35.186	76.391	0
1	2543	35.114	76.798	0
1	2544	35.008	76.629	0
1	2545	35.135	76.532	0
1	2546	35.216	76.373	0
1	2547	34.609	75.771	0
1	2548	34.818	75.603	0
1	2549	35.111	75.267	0
1	2550	34.861	75.297	0
1	2551	34.573	75.51	0
1	2552	34.886	75.601	0
1	2553	35.083	75.776	0
1	2554	34.839	76.431	0
1	2555	35.076	76.517	0
1	2556	35.026	76.652	0
1	2557	34.618	76.563	0
1	2558	34.6	76.645	0
1	2559	34.626	76.411	0
1	2560	34.663	76.921	0
1	2561	34.763	77.15	0
1	2562	35.311	77.577	0
1	2563	35.432	78.121	0
1	2564	35.469	77.836	0
1	2565	35.518	78.129	0
1	2566	35.492	77.884	0
1	2567	35.436	78.358	0
1	2568	35.207	78.504	0
1	2569	35.242	78.451	0
1	2570	34.46	78.527	0
1	2571	34.174	78.341	0
1	2572	34.274	78.696	0
1	2573	34.307	78.475	0
1	2574	34.172	78.449	0
1	2575	34.563	78.482	0
1	2576	35.08	78.27	0
1	2577	35.07	78.253	0
1	2578	34.719	78.427	0
1	2579	35.324	78.168	0
1	2580	35.269	77.801	0
1	2581	35.58	77.635	0
1	2582	36.104	77.634	0
1	2583	36.365	77.645	0
1	2584	36.577	77.572	0
1	2585	36.322	77.504	0
1	2586	36.345	77.62	0
1	2587	36.544	77.344	0
1	2588	36.563	77.306	0
1	2589	37.111	76.612	0
1	2590	37.252	75.666	0
1	2591	36.844	75.55	0
1	2592	37.157	75.681	0
1	2593	36.892	75.805	0
1	2594	36.372	76.119	0
1	2595	36.748	76.742	0
1	2596	36.43	77.567	0
1	2597	36.775	77.869	0
1	2598	36.617	77.56	0
1	2599	36.721	77.625	0
1	2600	36.903	76.705	0
1	2601	37.051	76.662	0
1	2602	36.906	76.716	0
1	2603	37.109	76.67	0
1	2604	36.859	76.539	0
1	2605	36.813	76.804	0
1	2606	36.876	76.801	0
1	2607	36.863	76.781	0
1	2608	36.698	77.378	0
1	2609	36.88	76.757	0
1	2610	37.12	76.298	0
1	2611	36.792	76.604	0
1	2612	37	76.244	0
1	2613	37.333	76.312	0
1	2614	37.334	76.626	0
1	2615	37.357	76.517	0
1	2616	37.279	76.864	0
1	2617	37.596	76.728	0
1	2618	37.29	76.77	0
1	2619	36.765	76.776	0
1	2620	36.702	76.426	0
1	2621	36.427	76.705	0
1	2622	36.577	76.721	0
1	2623	37.08	76.456	0
1	2624	37.365	77.078	0
1	2625	37.886	77.159	0
1	2626	37.877	77.124	0
1	2627	37.475	76.72	0
1	2628	37.458	76.837	0
1	2629	37.224	76.291	0
1	2630	36.929	75.827	0
1	2631	36.819	75.686	0
1	2632	37.016	75.372	0
1	2633	36.705	74.923	0
1	2634	35.609	74.831	0
1	2635	35.821	74.955	0
1	2636	35.769	75.598	0
1	2637	35.635	75.808	0
1	2638	35.329	75.341	0
1	2639	35.239	75.363	0
1	2640	35.032	75.227	0
1	2641	34.871	74.92	0
1	2642	35.134	74.705	0
1	2643	35.563	73.808	0
1	2644	35.682	73.436	0
1	2645	35.386	73.484	0
1	2646	34.908	73.348	0
1	2647	35.039	73.149	0
1	2648	35.374	73.089	0
1	2649	35.682	73.359	0
1	2650	35.924	73.465	0
1	2651	35.931	73.15	0
1	2652	35.877	72.972	0
1	2653	36.037	73.397	0
1	2654	36.166	73.698	0
1	2655	36.42	73.598	0
1	2656	36.522	73.614	0
1	2657	36.865	74.289	0
1	2658	36.126	73.877	0
1	2659	35.878	73.489	0
1	2660	35.887	73.531	0
1	2661	35.819	73.419	0
1	2662	35.615	73.262	0
1	2663	35.154	73.162	0
1	2664	34.491	72.808	0
1	2665	34.678	72.803	0
1	2666	34.692	72.958	0
1	2667	35.206	73.421	0
1	2668	35.014	73.617	0
1	2669	35.171	74.082	0
1	2670	34.67	74.258	0
1	2671	34.697	74.145	0
1	2672	34.838	74.094	0
1	2673	35.191	73.895	0
1	2674	35.483	74.135	0
1	2675	35.498	74.621	0
1	2676	35.135	74.101	0
1	2677	34.859	73.933	0
1	2678	34.592	73.83	0
1	2679	34.661	73.859	0
1	2680	34.564	74.104	0
1	2681	34.256	75.074	0
1	2682	34.442	75.223	0
1	2683	34.227	75.175	0
1	2684	33.853	75.203	0
1	2685	34.126	74.661	0
1	2686	33.839	73.713	0
1	2687	34.043	73.312	0
1	2688	33.626	72.73	0
1	2689	33.441	73.463	0
1	2690	33.446	73.282	0
1	2691	33.544	73.203	0
1	2692	33.678	73.893	0
1	2693	34.122	74.199	0
1	2694	33.694	73.907	0
1	2695	33.717	74.156	0
1	2696	34.733	73.573	0
1	2697	34.672	72.605	0
1	2698	34.888	71.636	0
1	2699	35.068	71.745	0
1	2700	34.97	71.875	0
1	2701	35.284	71.795	0
1	2702	35.084	71.597	0
1	2703	34.848	71.588	0
1	2704	34.947	71.582	0
1	2705	35.007	71.467	0
1	2706	35.11	71.617	0
1	2707	35.132	71.429	0
1	2708	35.046	71.443	0
1	2709	34.9	71.401	0
1	2710	34.914	71.753	0
1	2711	35.049	71.627	0
1	2712	35.036	71.52	0
1	2713	34.959	71.466	0
1	2714	35.052	71.596	0
1	2715	35.026	71.569	0
1	2716	35.164	71.531	0
1	2717	35.065	71.599	0
1	2718	34.806	71.828	0
1	2719	34.298	72.319	0
1	2720	34.079	72.347	0
1	2721	34.667	72.614	0
1	2722	35.424	72.862	0
1	2723	35.327	73.511	0
1	2724	35.244	73.87	0
1	2725	35.251	73.433	0
1	2726	34.892	73.464	0
1	2727	35.192	73.384	0
1	2728	35.088	73.566	0
1	2729	34.415	73.337	0
1	2730	34.016	73.295	0
1	2731	33.916	73.83	0
1	2732	34.177	73.816	0
1	2733	34.151	73.767	0
1	2734	34.17	73.639	0
1	2735	34.365	73.968	0
1	2736	34.549	74.069	0
1	2737	34.124	74.548	0
1	2738	33.707	75.093	0
1	2739	33.518	74.771	0
1	2740	33.72	74.781	0
1	2741	33.52	74.894	0
1	2742	33.614	74.566	0
1	2743	33.563	74.769	0
1	2744	33.443	74.54	0
1	2745	33.64	74.615	0
1	2746	33.377	74.858	0
1	2747	33.507	74.431	0
1	2748	33.485	74.432	0
1	2749	33.333	75.258	0
1	2750	33.185	75.115	0
1	2751	33.495	75.219	0
1	2752	33.434	74.74	0
1	2753	33.922	74.246	0
1	2754	33.874	74.118	0
1	2755	33.57	73.837	0
1	2756	33.59	73.92	0
1	2757	33.805	73.719	0
1	2758	33.898	73.756	0
1	2759	33.493	73.835	0
1	2760	33.69	74.303	0
1	2761	33.391	74.154	0
1	2762	33.546	74.392	0
1	2763	33.487	74.216	0
1	2764	33.766	74.211	0
1	2765	34.007	74.166	0
1	2766	34.428	74.182	0
1	2767	34.505	74.248	0
1	2768	34.353	74.261	0
1	2769	34.417	74.313	0
1	2770	34.653	74.408	0
1	2771	34.304	74.223	0
1	2772	33.847	74.307	0
1	2773	34.381	74.296	0
1	2774	35.127	74.088	0
1	2775	35.147	73.682	0
1	2776	35.408	73.39	0
1	2777	35.671	73.517	0
1	2778	35.484	73.404	0
1	2779	35.207	73.379	0
1	2780	34.483	73.199	0
1	2781	34.484	73.164	0
1	2782	34.87	73.358	0
1	2783	34.869	73.332	0
1	2784	34.708	72.975	0
1	2785	35.028	73.728	0
1	2786	35.163	73.582	0
1	2787	35.273	73.641	0
1	2788	35.359	73.767	0
1	2789	35.777	73.573	0
1	2790	36.031	74.248	0
1	2791	35.803	73.794	0
1	2792	35.725	73.949	0
1	2793	35.337	73.951	0
1	2794	35.322	74.101	0
1	2795	34.856	74.171	0
1	2796	34.321	74.12	0
1	2797	33.751	74.292	0
1	2798	34.322	74.336	0
1	2799	33.688	74.149	0
1	2800	33.87	74.314	0
1	2801	33.721	74.36	0
1	2802	33.812	74.148	0
1	2803	33.705	73.491	0
1	2804	33.719	73.814	0
1	2805	34.104	74.439	0
1	2806	33.83	74.227	0
1	2807	34.219	74.334	0
1	2808	33.914	74.122	0
1	2809	33.678	73.582	0
1	2810	33.609	73.583	0
1	2811	34.09	73.63	0
1	2812	33.769	73.946	0
1	2813	33.798	74.139	0
1	2814	34.059	74.366	0
1	2815	33.807	74.269	0
1	2816	33.68	75.098	0
1	2817	34.096	74.852	0
1	2818	34.671	75.427	0
1	2819	34.58	75.727	0
1	2820	34.505	75.58	0
1	2821	34.168	75.395	0
1	2822	34.121	75.245	0
1	2823	33.867	74.387	0
1	2824	33.709	73.806	0
1	2825	33.391	73.343	0
1	2826	33.379	73.246	0
1	2827	33.212	73.487	0
1	2828	33.559	74.097	0
1	2829	33.591	73.88	0
1	2830	33.507	73.589	0
1	2831	33.633	73.82	0
1	2832	33.867	74.244	0
1	2833	33.913	74.333	0
1	2834	34.149	74.296	0
1	2835	34.212	73.897	0
1	2836	34.156	74.353	0
1	2837	33.926	73.874	0
1	2838	33.398	73.532	0
1	2839	33.331	73.727	0
1	2840	33.506	74.135	0
1	2841	33.411	73.747	0
1	2842	33.463	73.63	0
1	2843	33.327	73.798	0
1	2844	33.326	73.642	0
1	2845	33.334	73.804	0
1	2846	33.186	73.813	0
1	2847	33.283	74.363	0
1	2848	33.402	73.712	0
1	2849	33.419	73.483	0
1	2850	33.366	73.094	0
1	2851	34.076	72.91	0
1	2852	33.815	72.59	0
1	2853	33.732	72.832	0
1	2854	34.084	72.78	0
1	2855	33.598	72.74	0
1	2856	33.867	72.946	0
1	2857	33.649	72.638	0
1	2858	33.651	72.64	0
1	2859	33.47	72.737	0
1	2860	33.755	72.886	0
1	2861	33.868	72.705	0
1	2862	33.331	72.537	0
1	2863	33.301	72.241	0
1	2864	33.393	72.321	0
1	2865	33.152	72.095	0
1	2866	32.872	72.277	0
1	2867	32.73	72.199	0
1	2868	32.921	72.219	0
1	2869	33.018	72.105	0
1	2870	33.431	71.865	0
1	2871	33.474	72.093	0
1	2872	33.315	72.112	0
1	2873	33.335	71.674	0
1	2874	33.255	71.555	0
1	2875	33.302	71.845	0
1	2876	33.566	71.615	0
1	2877	33.11	71.348	0
1	2878	33.038	71.271	0
1	2879	33.471	71.592	0
1	2880	33.594	72.193	0
1	2881	33.724	72.139	0
1	2882	33.692	72.474	0
1	2883	34.266	72.665	0
1	2884	34.424	72.91	0
1	2885	33.972	72.418	0
1	2886	33.753	72.438	0
1	2887	33.591	72.684	0
1	2888	33.537	72.477	0
1	2889	33.439	72.619	0
1	2890	33.855	72.795	0
1	2891	33.82	73.357	0
1	2892	34.143	73.499	0
1	2893	34.281	73.706	0
1	2894	34.22	73.426	0
1	2895	34.116	73.353	0
1	2896	34.173	73.498	0
1	2897	34.062	73.474	0
1	2898	34.087	73.789	0
1	2899	34.366	73.694	0
1	2900	34.524	73.409	0
1	2901	34.772	73.757	0
1	2902	34.704	74.242	0
1	2903	34.71	73.852	0
1	2904	35.075	73.317	0
1	2905	35.542	73.263	0
1	2906	35.231	73.247	0
1	2907	35.373	73.421	0
1	2908	35.241	73.46	0
1	2909	34.927	72.838	0
1	2910	35.151	72.895	0
1	2911	34.843	73.121	0
1	2912	34.89	73.481	0
1	2913	35.278	73.871	0
1	2914	35.023	73.698	0
1	2915	35.096	73.862	0
1	2916	34.633	73.271	0
1	2917	34.467	73.069	0
1	2918	34.821	73.419	0
1	2919	34.805	73.864	0
1	2920	35.065	73.859	0
1	2921	34.782	73.946	0
1	2922	35.252	74.392	0
1	2923	35.054	74.323	0
1	2924	35.422	74.699	0
1	2925	35.477	74.915	0
1	2926	35.872	75.24	0
1	2927	36.136	75.538	0
1	2928	35.787	75.781	0
1	2929	35.855	75.844	0
1	2930	35.741	75.688	0
1	2931	35.759	75.627	0
1	2932	35.718	75.854	0
1	2933	35.877	76.081	0
1	2934	35.819	75.814	0
1	2935	36.391	75.69	0
1	2936	36.329	75.579	0
1	2937	36.021	75.62	0
1	2938	35.843	75.425	0
1	2939	36.19	75.31	0
1	2940	36.239	75.601	0
1	2941	35.896	75.523	0
1	2942	36.063	75.569	0
1	2943	36.266	75.79	0
1	2944	36.813	75.96	0
1	2945	37.392	76.323	0
1	2946	37.157	76.524	0
1	2947	37.351	76.554	0
1	2948	36.836	76.348	0
1	2949	36.836	75.797	0
1	2950	37.082	75.906	0
1	2951	37.427	76.564	0
1	2952	37.704	77.443	0
1	2953	38.266	77.475	0
1	2954	37.74	77.195	0
1	2955	37.641	77.857	0
1	2956	37.29	77.728	0
1	2957	37.457	77.908	0
1	2958	37.181	78.137	0
1	2959	37.379	77.747	0
1	2960	37.119	78.235	0
1	2961	37.234	78.16	0
1	2962	37.365	78.313	0
1	2963	37.598	77.819	0
1	2964	37.89	77.369	0
1	2965	37.576	77.359	0
1	2966	37.74	77.364	0
1	2967	38.091	77.787	0
1	2968	38.62	77.597	0
1	2969	38.363	77.402	0
1	2970	38.108	77.405	0
1	2971	38.494	77.868	0
1	2972	38.661	78.12	0
1	2973	39.291	78.965	0
1	2974	39.198	79.564	0
1	2975	39.381	79.729	0
1	2976	39.759	79.372	0
1	2977	40.269	79.77	0
1	2978	40.085	80.085	0
1	2979	39.773	79.731	0
1	2980	39.62	79.621	0
1	2981	39.648	80.089	0
1	2982	39.576	79.758	0
1	2983	39.597	79.945	0
1	2984	39.447	80.8	0
1	2985	39.125	80.928	0
1	2986	39.388	80.503	0
1	2987	39.78	80.199	0
1	2988	39.775	79.979	0
1	2989	39.423	79.917	0
1	2990	39.483	79.824	0
1	2991	39.601	80.115	0
1	2992	40.363	80.79	0
1	2993	40.135	81.591	0
1	2994	39.667	81.821	0
1	2995	40.063	81.511	0
1	2996	39.833	81.33	0
1	2997	40.23	81.357	0
1	2998	40.399	81.114	0
1	2999	40.663	81.103	0
1	3000	40.59	81.2	0
1	3001	40.623	81.101	0
1	3002	40.568	81.19	0
1	3003	40.727	81.084	0
1	3004	40.524	80.646	0
1	3005	40.474	81.246	0
1	3006	40.758	80.822	0
1	3007	40.676	80.424	0
1	3008	40.715	80.253	0
1	3009	40.225	79.864	0
1	3010	39.493	79.199	0
1	3011	39.287	79.543	0
1	3012	39.329	79.416	0
1	3013	39.117	79.597	0
1	3014	39.468	79.62	0
1	3015	39.637	79.681	0
1	3016	40.193	79.637	0
1	3017	40.027	80.148	0
1	3018	39.393	79.839	0
1	3019	39.034	79.724	0
1	3020	39.216	79.656	0
1	3021	38.897	79.163	0
1	3022	39.197	79.29	0
1	3023	39.217	79.461	0
1	3024	39.234	79.438	0
1	3025	38.894	79.261	0
1	3026	39.329	79.559	0
1	3027	39.415	79.46	0
1	3028	39.368	78.939	0
1	3029	39.818	79.197	0
1	3030	40.167	79.866	0
1	3031	40.318	79.662	0
1	3032	40.41	79.817	0
1	3033	40.133	79.581	0
1	3034	39.974	79.153	0
1	3035	39.814	79.308	0
1	3036	39.666	79.225	0
1	3037	38.704	79.678	0
1	3038	38.591	79.972	0
1	3039	38.53	79.841	0
1	3040	38.163	79.543	0
1	3041	38.263	79.963	0
1	3042	38.671	79.523	0
1	3043	38.614	79.795	0
1	3044	37.689	80.412	0
1	3045	37.696	80.491	0
1	3046	37.367	80.515	0
1	3047	37.611	80.638	0
1	3048	37.521	80.388	0
1	3049	37.535	80.492	0
1	3050	37.451	80.332	0
1	3051	37.386	80.233	0
1	3052	37.394	80.667	0
1	3053	37.692	80.389	0
1	3054	37.502	80.444	0
1	3055	37.302	80.148	0
1	3056	37.391	80.181	0
1	3057	37.046	80.466	0
1	3058	36.772	80.662	0
1	3059	37.142	80.282	0
1	3060	36.989	80.577	0
1	3061	36.659	80.235	0
1	3062	36.901	80.483	0
1	3063	37.319	80.787	0
1	3064	37.228	80.643	0
1	3065	37.23	80.334	0
1	3066	36.897	79.792	0
1	3067	36.969	79.694	0
1	3068	36.926	79.916	0
1	3069	36.827	79.81	0
1	3070	37.127	79.584	0
1	3071	37.075	79.737	0
1	3072	37.172	79.696	0
1	3073	37.036	80.034	0
1	3074	36.683	80.273	0
1	3075	36.86	80.396	0
1	3076	36.713	80.615	0
1	3077	36.816	80.45	0
1	3078	36.644	80.394	0
1	3079	36.385	80.751	0
1	3080	36.469	80.519	0
1	3081	36.348	80.601	0
1	3082	36.115	80.333	0
1	3083	36.369	80.845	0
1	3084	36.759	80.395	0
1	3085	36.786	80.631	0
1	3086	37.052	81.239	0
1	3087	36.678	80.956	0
1	3088	37.191	80.719	0
1	3089	37.123	81.137	0
1	3090	36.42	81.301	0
1	3091	36.574	82.196	0
1	3092	36.366	82.093	0
1	3093	36.714	81.905	0
1	3094	36.184	81.463	0
1	3095	36.357	81.4	0
1	3096	36.431	81.301	0
1	3097	36.755	81.75	0
1	3098	36.627	81.537	0
1	3099	36.764	81.898	0
1	3100	36.775	82.173	0
1	3101	36.707	81.733	0
1	3102	36.464	81.58	0
1	3103	36.837	81.653	0
1	3104	36.737	81.698	0
1	3105	36.487	81.813	0
1	3106	36.618	81.279	0
1	3107	36.255	80.619	0
1	3108	35.911	81.19	0
1	3109	35.716	81.708	0
1	3110	36.09	81.936	0
1	3111	36.403	82.064	0
1	3112	36.376	81.587	0
1	3113	36.586	81.447	0
1	3114	36.488	80.754	0
1	3115	36.76	80.287	0
1	3116	36.819	80.359	0
1	3117	37.233	80.263	0
1	3118	37.384	80.611	0
1	3119	36.847	80.742	0
1	3120	36.399	80.481	0
1	3121	37.051	80.617	0
1	3122	37.596	80.837	0
1	3123	38.048	80.513	0
1	3124	38.108	80.804	0
1	3125	38.194	80.585	0
1	3126	37.646	80.402	0
1	3127	37.562	80.725	0
1	3128	37.297	80.371	0
1	3129	36.378	79.923	0
1	3130	36.502	80.149	0
1	3131	36.646	79.795	0
1	3132	36.842	79.334	0
1	3133	37.036	79.334	0
1	3134	37.736	78.578	0
1	3135	37.676	78.085	0
1	3136	37.583	77.802	0
1	3137	37.63	76.772	0
1	3138	37.842	76.534	0
1	3139	38.132	76.316	0
1	3140	37.889	75.895	0
1	3141	38.094	75.78	0
1	3142	37.654	75.722	0
1	3143	37.601	75.233	0
1	3144	37.511	74.822	0
1	3145	38.011	75.64	0
1	3146	37.763	75.592	0
1	3147	38.265	75.525	0
1	3148	38.993	75.649	0
1	3149	39.261	75.812	0
1	3150	39.217	75.492	0
1	3151	39.499	75.429	0
1	3152	39.3	75.514	0
1	3153	39.599	75.506	0
1	3154	39.706	76.218	0
1	3155	39.534	76.147	0
1	3156	39.069	76.381	0
1	3157	38.684	76.782	0
1	3158	39.199	76.595	0
1	3159	39.315	76.712	0
1	3160	39.356	76.746	0
1	3161	39.377	76.7	0
1	3162	39.329	76.384	0
1	3163	39.213	76.634	0
1	3164	39.425	76.836	0
1	3165	39.52	76.65	0
1	3166	39.485	76.786	0
1	3167	39.45	76.747	0
1	3168	39.315	76.605	0
1	3169	39.333	76.434	0
1	3170	39.38	75.657	0
1	3171	39.485	75.55	0
1	3172	39.267	75.473	0
1	3173	39.189	75.489	0
1	3174	38.615	75.731	0
1	3175	38.862	75.639	0
1	3176	38.867	75.751	0
1	3177	39.325	76.327	0
1	3178	39.322	76.228	0
1	3179	39.547	76.079	0
1	3180	39.574	76.36	0
1	3181	40.262	76.364	0
1	3182	40.508	76.538	0
1	3183	40.58	76.577	0
1	3184	40.862	76.482	0
1	3185	40.824	76.489	0
1	3186	40.522	76.173	0
1	3187	39.987	76.091	0
1	3188	39.579	75.859	0
1	3189	39.489	75.847	0
1	3190	39.582	75.607	0
1	3191	39.87	75.747	0
1	3192	40.122	75.793	0
1	3193	40.448	75.867	0
1	3194	40.57	76.181	0
1	3195	40.737	75.903	0
1	3196	40.502	75.748	0
1	3197	40.578	75.564	0
1	3198	40.646	74.856	0
1	3199	40.766	74.703	0
1	3200	40.676	74.831	0
1	3201	40.501	74.763	0
1	3202	40.614	74.266	0
1	3203	40.861	74.454	0
1	3204	40.61	74.287	0
1	3205	40.877	74.966	0
1	3206	41.081	75.264	0
1	3207	41.122	75.159	0
1	3208	40.91	75.808	0
1	3209	41.521	75.416	0
1	3210	41.556	75.108	0
1	3211	41.18	75.11	0
1	3212	41.517	75.093	0
1	3213	41.572	75.351	0
1	3214	41.81	75.263	0
1	3215	41.657	74.801	0
